action_id	lemma	verbnet_key	class_id	wordnet_senses_json	propbank_groupings_json	framenet_frames_json	provenance
vn34:defend-72.3:ebe08b373c00a655	guard	guard#2	defend-72.3	"[""guard%2:33:00"",""guard%2:41:00""]"	"[""guard.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:defend-72.3
vn34:conjecture-29.5-1:c6f84836a9147a35	guess	guess#1	conjecture-29.5-1	"[""guess%2:31:01""]"	"[""guess.02""]"	"[""Coming_to_believe""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:conjecture-29.5-1
vn34:discover-84:b96768dd95a26d01	guess	guess#2	discover-84	"[""guess%2:31:02""]"	"[""guess.02""]"	"[""Coming_to_believe""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discover-84
vn34:estimate-34.2-1-1:4c31a7ef6a41d7d6	guess	guess#3	estimate-34.2-1-1	"[""guess%2:31:01""]"	"[""guess.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:estimate-34.2-1-1
vn34:estimate-34.2-1:ff9167fbfb517ce3	guesstimate	guesstimate#1	estimate-34.2-1	"[""guesstimate%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:estimate-34.2-1
vn34:lodge-46:750be0bfa0a75ecd	guest	guest#1	lodge-46	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lodge-46
vn34:nonverbal_expression-40.2:02ed6b0c55d15918	guffaw	guffaw#1	nonverbal_expression-40.2	"[""guffaw%2:29:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:nonverbal_expression-40.2
vn34:accompany-51.7:17b29306e10f890a	guide	guide#1	accompany-51.7	"[""?guide%2:38:01"",""guide%2:35:00"",""guide%2:38:00""]"	"[""guide.01""]"	"[""Cotheme""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accompany-51.7
vn34:cheat-10.6.1:8c9801065dbcd57d	gull	gull#1	cheat-10.6.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cheat-10.6.1
vn34:gobble-39.3:2c3d92d6ee3f7fc7	gulp	gulp#1	gobble-39.3	"[""gulp%2:34:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:gobble-39.3
vn34:chew-39.2:f6d41ebd16ee3ba6	gum	gum#1	chew-39.2	"[""gum%2:34:00""]"	"[""gum.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:chew-39.2
vn34:tape-22.4:453a4e344151859e	gum	gum#2	tape-22.4	"[""gum%2:35:00""]"	"[""gum.01""]"	"[""Attaching""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:fill-9.8:47b99d10a4c7ddb5	gum_up	gum_up#1	fill-9.8	"[""gum_up%2:35:00""]"	"[""gum.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8
vn34:manner_speaking-37.3:15373076615a47e7	gurgle	gurgle#1	manner_speaking-37.3	[]	"[""gurgle.02""]"	"[""Make_noise""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:manner_speaking-37.3
vn34:sound_emission-43.2:699535b352969a64	gurgle	gurgle#2	sound_emission-43.2	"[""gurgle%2:34:00"",""gurgle%2:39:02""]"	"[""gurgle.01"",""gurgle.02""]"	"[""Make_noise""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:sound_emission-43.2
vn34:appear-48.1.1:d5330e40a2977d45	gush	gush#1	appear-48.1.1	"[""gush%2:35:00"",""gush%2:38:00""]"	"[""gush.01""]"	"[""Fluidic_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appear-48.1.1
vn34:lecture-37.11-1:cd50a723631fc265	gush	gush#2	lecture-37.11-1	"[""gush%2:32:00""]"	"[""gush.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lecture-37.11-1
vn34:substance_emission-43.4-1:b8c0de8efb157c04	gush	gush#3	substance_emission-43.4-1	"[""gush%2:35:00"",""gush%2:38:00""]"	"[""gush.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:substance_emission-43.4-1
vn34:dress-41.1.1-1-1:d603aecce7e41e9e	gussy_up	gussy_up#1	dress-41.1.1-1-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:dress-41.1.1-1-1
vn34:weather-57:28cda50b0a4901a5	gust	gust#1	weather-57	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:weather-57
vn34:pit-10.7:c3c84d1d53172c48	gut	gut#1	pit-10.7	"[""gut%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pit-10.7
vn34:gobble-39.3:45231609de4cb567	guzzle	guzzle#1	gobble-39.3	"[""guzzle%2:34:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:gobble-39.3
vn34:body_internal_motion-49.1:3bb8cffa5eccaa8a	gyrate	gyrate#1	body_internal_motion-49.1	"[""gyrate%2:38:00"",""gyrate%2:38:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:body_internal_motion-49.1
vn34:build-26.1:34ddee844b216f28	hack	hack#1	build-26.1	"[""?hack%2:35:02""]"	"[""hack.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:build-26.1
vn34:cut-21.1-1:dee263cea493426d	hack	hack#2	cut-21.1-1	"[""hack%2:35:01"",""hack%2:35:02""]"	"[""hack.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cut-21.1-1
vn34:split-23.2:a9d1c08cebae2695	hack	hack#3	split-23.2	"[""hack%2:35:01""]"	"[""hack.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:split-23.2
vn34:correspond-36.1:c464c9921e655f82	haggle	haggle#1	correspond-36.1	"[""haggle%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:correspond-36.1
vn34:admit-64.3:b18b6cd3a85be006	hail	hail#1	admit-64.3	"[""hail%2:32:01""]"	"[""hail.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3
vn34:characterize-29.2:24378b3a3ef8934f	hail	hail#2	characterize-29.2	"[""hail%2:32:00"",""hail%2:32:02""]"	"[""hail.01"",""hail.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2
vn34:judgment-33.1-1:0a9397b37159b732	hail	hail#3	judgment-33.1-1	"[""hail%2:32:02""]"	"[""hail.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1
vn34:weather-57:cfae0ef6207de129	hail	hail#4	weather-57	"[""hail%2:43:00""]"	"[""hail.05""]"	"[""Precipitation""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:weather-57
vn34:marvel-31.3:e02ddc1ea21dc7e5	hallucinate	hallucinate#1	marvel-31.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:stop-55.4-1:b6d0bdec30a79ada	halt	halt#1	stop-55.4-1	"[""halt%2:38:01"",""halt%2:38:05"",""halt%2:41:00""]"	"[""halt.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:stop-55.4-1
vn34:butter-9.9:16cc5504a340755e	halter	halter#1	butter-9.9	"[""halter%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:remedy-45.7-1:2da96c04db88f864	halve	halve#1	remedy-45.7-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7-1
vn34:build-26.1:a47c434b7b2f6a85	hammer	hammer#1	build-26.1	"[""hammer%2:36:00""]"	"[""hammer.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:build-26.1
vn34:bump-18.4-1:693dc29a2e627ea7	hammer	hammer#2	bump-18.4-1	"[""hammer%2:35:00""]"	"[""hammer.01""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bump-18.4-1
vn34:funnel-9.3-1-1:f5ed000a609baae4	hammer	hammer#3	funnel-9.3-1-1	"[""hammer%2:35:00"",""hammer%2:36:00""]"	"[""hammer.01""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:funnel-9.3-1-1
vn34:hit-18.1-1:c73180ee1e2542a0	hammer	hammer#4	hit-18.1-1	"[""hammer%2:35:00""]"	"[""hammer.01""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hit-18.1-1
vn34:discourage-64.5-1:e83140624e4ff638	hamper	hamper#1	discourage-64.5-1	"[""hamper%2:30:00""]"	"[""hamper.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:discourage-64.5-1
vn34:send-11.1-1:fc11cf8f8938d7f6	hand	hand#1	send-11.1-1	"[""hand%2:40:00""]"	"[""hand.01""]"	"[""Giving""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:send-11.1-1
vn34:contribute-13.2:b09cfb4ceac749f6	hand_out	hand_out#1	contribute-13.2	"[""hand_out%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:contribute-13.2
vn34:tape-22.4:5f62e8940a02434d	handcuff	handcuff#1	tape-22.4	"[""handcuff%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:send-11.1:70f12d3901ec6d8f	handdeliver	handdeliver#1	send-11.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:send-11.1
vn34:feeding-39.7:3738a0888e0bb84e	handfeed	handfeed#1	feeding-39.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:feeding-39.7
vn34:confront-98:d4f25f65afbc7f47	handle	handle#1	confront-98	"[""handle%2:41:00""]"	"[""handle.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:confront-98
vn34:hold-15.1:9f4b0efe66896894	handle	handle#2	hold-15.1	"[""handle%2:35:00""]"	"[""handle.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hold-15.1
vn34:image_impression-25.1:c1c2d87c0dd149b2	handpaint	handpaint#1	image_impression-25.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:image_impression-25.1
vn34:assuming_position-50:4c2ea674cae7268d	hang	hang#1	assuming_position-50	[]	"[""hang.01""]"	"[""Placing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assuming_position-50
vn34:crane-40.3.2:48cae615b5599131	hang	hang#2	crane-40.3.2	"[""hang%2:38:03""]"	"[""hang.03""]"	"[""Body_movement""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:crane-40.3.2
vn34:poison-42.2:56f95693465a539c	hang	hang#3	poison-42.2	"[""hang%2:41:00""]"	"[""hang.02""]"	"[""Execution""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:poison-42.2
vn34:put_spatial-9.2:f5bfd138e9f2aecd	hang	hang#4	put_spatial-9.2	"[""hang%2:30:00"",""hang%2:35:00"",""hang%2:35:03"",""hang%2:35:04"",""hang%2:36:00"",""hang%2:42:01""]"	"[""hang.01""]"	"[""Filling""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put_spatial-9.2
vn34:spatial_configuration-47.6-1:97cec3b079e53e36	hang	hang#5	spatial_configuration-47.6-1	"[""hang%2:30:00"",""hang%2:35:00"",""hang%2:35:02"",""hang%2:35:03"",""hang%2:35:04"",""hang%2:35:05"",""hang%2:36:00"",""hang%2:42:01""]"	"[""hang.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spatial_configuration-47.6-1
vn34:spray-9.7-1:52236e5be6f52792	hang	hang#6	spray-9.7-1	"[""hang%2:35:00"",""hang%2:35:04"",""hang%2:36:00""]"	"[""hang.01""]"	"[""Filling""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spray-9.7-1
vn34:pocket-9.10:cdfddff46d2902a5	hangar	hangar#1	pocket-9.10	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pocket-9.10
vn34:long-32.2-1:22debfb4040b0c5e	hanker	hanker#1	long-32.2-1	"[""hanker%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:long-32.2-1
vn34:occur-48.3-1:be5b7cc1c143fd55	happen	happen#1	occur-48.3-1	"[""happen%2:30:00"",""happen%2:30:01""]"	"[""happen.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:occur-48.3-1
vn34:encounter-30.5:0f3ad71464353999	happen_on	happen_on#1	encounter-30.5	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:encounter-30.5
vn34:encounter-30.5:c1d671542959f7dc	happen_upon	happen_upon#1	encounter-30.5	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:encounter-30.5
vn34:amuse-31.1:6a21b76f9ad73a92	harass	harass#1	amuse-31.1	"[""harass%2:37:00""]"	"[""harass.01""]"	"[""Manipulate_into_doing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:bully-59.5:185adb79661c4e16	harass	harass#2	bully-59.5	"[""harass%2:33:00"",""harass%2:37:00""]"	"[""harass.01"",""harass.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bully-59.5
vn34:cooking-45.3:75b00b7d6e00b10a	hardboil	hardboil#1	cooking-45.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:preparing-26.3-2:9adabad916986bf3	hardboil	hardboil#2	preparing-26.3-2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:preparing-26.3-2
vn34:other_cos-45.4:c72f412879364eeb	harden	harden#1	other_cos-45.4	"[""harden%2:30:00"",""harden%2:30:01"",""harden%2:30:04""]"	"[""harden.01""]"	"[""Change_of_consistency""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:amuse-31.1:b6aef576af380569	harm	harm#1	amuse-31.1	[]	"[""harm.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:amalgamate-22.2-2-1:472e09f4e9dbd86a	harmonize	harmonize#1	amalgamate-22.2-2-1	"[""harmonize%2:42:00""]"	[]	"[""Compatibility""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amalgamate-22.2-2-1
vn34:harmonize-22.6:06139522ddc001d7	harmonize	harmonize#2	harmonize-22.6	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:harmonize-22.6
vn34:other_cos-45.4:15b26d93ced89587	harmonize	harmonize#3	other_cos-45.4	"[""harmonize%2:30:02"",""harmonize%2:30:03"",""harmonize%2:42:00""]"	"[""harmonize.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:butter-9.9:65c37edd62873a39	harness	harness#1	butter-9.9	"[""harness%2:35:00""]"	"[""harness.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:tape-22.4:46cdd104cd532e47	harness	harness#2	tape-22.4	"[""harness%2:35:00""]"	"[""harness.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:bully-59.5:e4d2f121409edd93	harry	harry#1	bully-59.5	"[""harry%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bully-59.5
vn34:other_cos-45.4:75a4e9d616d549b8	hasten	hasten#1	other_cos-45.4	"[""hasten%2:30:00"",""hasten%2:36:00"",""hasten%2:38:00"",""hasten%2:41:00""]"	"[""hasten.01""]"	"[""Self_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:run-51.3.2-2:8960e86441472dd8	hasten	hasten#2	run-51.3.2-2	"[""?hasten%2:30:00"",""hasten%2:38:00""]"	"[""hasten.01""]"	"[""Self_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2
vn34:rush-53.2:aeb519c9bc648ae1	hasten	hasten#3	rush-53.2	"[""hasten%2:30:00"",""hasten%2:41:00""]"	"[""hasten.01""]"	"[""Self_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rush-53.2
vn34:butter-9.9:fc3bb11738152b15	hat	hat#1	butter-9.9	"[""hat%2:29:00"",""hat%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:grow-26.2.1:8ea83c54223a0d68	hatch	hatch#1	grow-26.2.1	"[""hatch%2:29:00"",""hatch%2:29:01""]"	"[""hatch.01"",""hatch.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:grow-26.2.1
vn34:admire-31.2-1:d89deacfd615dbaa	hate	hate#1	admire-31.2-1	"[""hate%2:37:00""]"	"[""hate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2-1
vn34:carry-11.4:98f85fde903e8400	haul	haul#1	carry-11.4	"[""haul%2:35:00"",""haul%2:35:01""]"	"[""haul.01"",""haul.02""]"	"[""Bringing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:carry-11.4
vn34:amuse-31.1:070ccff463fb8a15	haunt	haunt#1	amuse-31.1	"[""haunt%2:37:00""]"	"[""haunt.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:birth-28.2-1:282e83b0573d7df5	have	have#1	birth-28.2-1	"[""have%2:29:00""]"	"[""have.09""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:birth-28.2-1
vn34:devour-39.4:e96bc6855a85ecdc	have	have#2	devour-39.4	[]	[]	"[""Ingestion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:devour-39.4
vn34:own-100.1:4e25ba16d8cc025c	have	have#3	own-100.1	"[""have%2:40:04""]"	"[""have.01"",""have.02"",""have.03"",""have.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:own-100.1
vn34:berry-13.7:b8a6c5f72ba709fe	hawk	hawk#1	berry-13.7	"[""hawk%2:33:00""]"	"[""hawk.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:berry-13.7
vn34:breathe-40.1.2-1:33668ce42eaf86bc	hawk	hawk#2	breathe-40.1.2-1	"[""hawk%2:29:01""]"	"[""hawk.03""]"	"[""Make_noise""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:breathe-40.1.2-1
vn34:give-13.1-1:f1ceb160624b06f7	hawk	hawk#3	give-13.1-1	"[""hawk%2:40:00""]"	"[""hawk.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:give-13.1-1
vn34:berry-13.7:5c6cb1824e59a875	hay	hay#1	berry-13.7	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:berry-13.7
vn34:risk-94-1:ea181b3587845b00	hazard	hazard#1	risk-94-1	"[""hazard%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:risk-94-1
vn34:conduct-111.1:7aacb02addd63fc2	head	head#1	conduct-111.1	"[""head%2:38:02"",""head%2:41:00""]"	"[""head.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:conduct-111.1
vn34:contiguous_location-47.8:31505697cdd86e75	head	head#2	contiguous_location-47.8	"[""head%2:42:00""]"	"[""head.02""]"	"[""Leadership""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:contiguous_location-47.8
vn34:pit-10.7:28010cc0f6a7ef8c	head	head#3	pit-10.7	"[""head%2:35:00""]"	"[""head.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pit-10.7
vn34:confront-98:22a032ebc6617400	head_on	head_on#1	confront-98	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:confront-98
vn34:other_cos-45.4:a2a8d86449c6f6df	heal	heal#1	other_cos-45.4	"[""heal%2:29:00"",""heal%2:29:01"",""heal%2:30:00""]"	"[""heal.01""]"	"[""Cure""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:spray-9.7-2:1378708b4d235241	heap	heap#1	spray-9.7-2	"[""heap%2:30:00"",""heap%2:35:00""]"	"[""heap.01"",""heap.02""]"	"[""Placing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spray-9.7-2
vn34:learn-14-2-1:beabe8f6ff762072	hear	hear#1	learn-14-2-1	"[""hear%2:31:00""]"	"[""hear.01""]"	"[""Hearsay""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:learn-14-2-1
vn34:see-30.1-1-1:622ec20575de3967	hear	hear#2	see-30.1-1-1	"[""hear%2:31:00"",""hear%2:39:00"",""hear%2:39:01"",""hear%2:39:05""]"	"[""hear.01"",""hear.02""]"	"[""Perception_experience""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:see-30.1-1-1
vn34:amuse-31.1:639aa378c7da0416	hearten	hearten#1	amuse-31.1	"[""hearten%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:cooking-45.3:c5a22a1eb6e73f5f	heat	heat#1	cooking-45.3	"[""heat%2:30:00"",""heat%2:30:01""]"	"[""heat.01""]"	"[""Cause_temperature_change""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:other_cos-45.4:c5b4c6bd163cc238	heat	heat#2	other_cos-45.4	"[""heat%2:30:00"",""heat%2:30:01"",""heat%2:40:00""]"	"[""heat.01""]"	"[""Cause_temperature_change""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:carry-11.4-1-1:91298bf674979f50	heave	heave#1	carry-11.4-1-1	"[""heave%2:35:01""]"	"[""heave.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:carry-11.4-1-1
vn34:push-12:93f119c8b36b5222	heave	heave#2	push-12	"[""heave%2:35:01""]"	"[""heave.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:push-12
vn34:animal_sounds-38:fef9afe4cb804595	hee-haw	hee-haw#1	animal_sounds-38	"[""hee-haw%2:32:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:animal_sounds-38
vn34:abide_by-93.2:b271669cde01724d	heed	heed#1	abide_by-93.2	"[""heed%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:abide_by-93.2
vn34:butter-9.9:96a2e4d8aa35a207	heel	heel#1	butter-9.9	"[""heel%2:30:00""]"	"[""heel.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:performance-26.7:622e2f23292d10f2	heel	heel#2	performance-26.7	"[""heel%2:36:00""]"	"[""heel.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:performance-26.7
vn34:put_direction-9.4:ce3143fbf3dadd03	heel	heel#3	put_direction-9.4	"[""heel%2:38:01""]"	"[""heel.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put_direction-9.4
vn34:carry-11.4:fa7bdf0c238d9062	heft	heft#1	carry-11.4	"[""heft%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:carry-11.4
vn34:other_cos-45.4:d65f8d23bc51ae0d	heighten	heighten#1	other_cos-45.4	"[""heighten%2:30:00"",""heighten%2:30:01"",""heighten%2:30:02"",""heighten%2:30:04"",""heighten%2:30:05""]"	"[""heighten.01"",""heighten.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:vehicle-51.4.1:4572a7a4dbcd4a29	helicopter	helicopter#1	vehicle-51.4.1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:vehicle-51.4.1
vn34:other_cos-45.4:fea7688dad5b52b1	hellenize	hellenize#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
