action_id	lemma	frame_id	thematic_role	hole_role	requirement	strength	mapping_status	provenance
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:73d2fa5f50347842	Result	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Result:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:73d2fa5f50347842	Material	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Material:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:73d2fa5f50347842	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Agent:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:740b0d2a07e250da	Result	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Result:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:740b0d2a07e250da	Beneficiary	PostVerbHole2	HasSort Animate	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Beneficiary:audited-projection-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:740b0d2a07e250da	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Agent:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:81fe9507ae107fec	Result	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Result:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:81fe9507ae107fec	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Attribute:lossless-v1
vn34:create-26.4:8be50181c8f44eb1	rebuild	create-26.4:frame:81fe9507ae107fec	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:create-26.4:role:Agent:lossless-v1
vn34:judgment-33.1-1:d0e64f1ee5ac70b1	rebuke	judgment-33.1-1:frame:ccdbb6f5c9df3861	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1:role:Theme:lossless-v1
vn34:judgment-33.1-1:d0e64f1ee5ac70b1	rebuke	judgment-33.1-1:frame:ccdbb6f5c9df3861	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1:role:Attribute:lossless-v1
vn34:judgment-33.1-1:d0e64f1ee5ac70b1	rebuke	judgment-33.1-1:frame:ccdbb6f5c9df3861	Agent	SubjectHole	HasSort Human	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1:role:Agent:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:69c48cbf8d392056	Theme	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Theme:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:69c48cbf8d392056	Source	PostVerbHole2	HasSort Place	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Source:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:69c48cbf8d392056	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Agent:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:8cd7e1119b2748cc	Theme	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Theme:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:8cd7e1119b2748cc	Destination	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Destination:lossless-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:8cd7e1119b2748cc	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Agent:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:ac4293319b618734	Theme	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Theme:audited-projection-v1
vn34:banish-10.2:02c10a1cf949aff5	recall	banish-10.2:frame:ac4293319b618734	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:banish-10.2:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:305db0a154035fd9	Recipient	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Recipient:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:305db0a154035fd9	Topic	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:305db0a154035fd9	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:37fc9472a086d8d1	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:37fc9472a086d8d1	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:46b435fa5c3ae62a	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:46b435fa5c3ae62a	Recipient	PostVerbHole2	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Recipient:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:46b435fa5c3ae62a	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:8637d1dcfa6095aa	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:8637d1dcfa6095aa	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:92eba1605b46cd85	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:92eba1605b46cd85	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:b4c40a2c378b4df6	Recipient	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Recipient:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:b4c40a2c378b4df6	Topic	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:b4c40a2c378b4df6	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:cc25da8379a233af	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:cc25da8379a233af	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:cc3c98e57693f604	Topic	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Topic:lossless-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:cc3c98e57693f604	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:transfer_mesg-37.1.1:ba302cf99a5e80b5	recap	transfer_mesg-37.1.1:frame:d08f88c757cef8e8	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:transfer_mesg-37.1.1:role:Agent:audited-projection-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:451c6920498b744f	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Theme:lossless-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:451c6920498b744f	Source	PostVerbHole2	"{""args"":[{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""all""},{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Source:lossless-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:451c6920498b744f	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Agent:audited-projection-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:7b502af4b34af620	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Theme:lossless-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:7b502af4b34af620	Beneficiary	PostVerbHole2	HasSort Animate	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Beneficiary:audited-projection-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:7b502af4b34af620	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Agent:audited-projection-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:8319b867b8aa0e49	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Theme:lossless-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:8319b867b8aa0e49	Source	PostVerbHole2	"{""args"":[{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""all""},{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Source:lossless-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:8319b867b8aa0e49	Beneficiary	PostVerbHole3	HasSort Animate	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Beneficiary:audited-projection-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:8319b867b8aa0e49	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Agent:audited-projection-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:9b3ae4963eb52cd4	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Theme:lossless-v1
vn34:steal-10.5:fa9412f77e3dd89c	recapture	steal-10.5:frame:9b3ae4963eb52cd4	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5:role:Agent:audited-projection-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:1b36a8a92265ef2f	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Theme:lossless-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:1b36a8a92265ef2f	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Attribute:lossless-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:1b36a8a92265ef2f	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Agent:audited-projection-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:60146d4077bab1c2	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Theme:lossless-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:60146d4077bab1c2	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Attribute:lossless-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:60146d4077bab1c2	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Agent:audited-projection-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:cc471f6e61ab138b	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Theme:lossless-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:cc471f6e61ab138b	Attribute	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Attribute:lossless-v1
vn34:characterize-29.2:9692d60fd66c45f3	recast	characterize-29.2:frame:cc471f6e61ab138b	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2:role:Agent:audited-projection-v1
vn34:escape-51.1-1:69f95ff216f4bcc4	recede	escape-51.1-1:frame:22854d0786ddf74b	Initial_Location	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:escape-51.1-1:role:Initial_Location:lossless-v1
vn34:escape-51.1-1:69f95ff216f4bcc4	recede	escape-51.1-1:frame:22854d0786ddf74b	Theme	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:escape-51.1-1:role:Theme:lossless-v1
vn34:escape-51.1-1:69f95ff216f4bcc4	recede	escape-51.1-1:frame:c245a2d45fb1e35a	Theme	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:escape-51.1-1:role:Theme:lossless-v1
vn34:admit-64.3-1:5503d2d062a8476a	receive	admit-64.3-1:frame:aa3425f8cc23250c	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3-1:role:Theme:lossless-v1
vn34:admit-64.3-1:5503d2d062a8476a	receive	admit-64.3-1:frame:aa3425f8cc23250c	Location	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3-1:role:Location:lossless-v1
vn34:admit-64.3-1:5503d2d062a8476a	receive	admit-64.3-1:frame:aa3425f8cc23250c	Agent	SubjectHole	HasSort Agent	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3-1:role:Agent:audited-projection-v1
vn34:admit-64.3-1:5503d2d062a8476a	receive	admit-64.3-1:frame:c0114cc7a1f63bcb	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3-1:role:Theme:lossless-v1
vn34:admit-64.3-1:5503d2d062a8476a	receive	admit-64.3-1:frame:c0114cc7a1f63bcb	Location	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3-1:role:Location:lossless-v1
vn34:admit-64.3-1:5503d2d062a8476a	receive	admit-64.3-1:frame:c0114cc7a1f63bcb	Agent	SubjectHole	HasSort Agent	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admit-64.3-1:role:Agent:audited-projection-v1
vn34:obtain-13.5.2:d08b9ceb24d985fc	receive	obtain-13.5.2:frame:61a511a9d0521a89	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:obtain-13.5.2:role:Theme:lossless-v1
vn34:obtain-13.5.2:d08b9ceb24d985fc	receive	obtain-13.5.2:frame:61a511a9d0521a89	Source	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:obtain-13.5.2:role:Source:lossless-v1
vn34:obtain-13.5.2:d08b9ceb24d985fc	receive	obtain-13.5.2:frame:61a511a9d0521a89	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:obtain-13.5.2:role:Agent:audited-projection-v1
vn34:obtain-13.5.2:d08b9ceb24d985fc	receive	obtain-13.5.2:frame:63dd1c9d1a4b2c8b	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:obtain-13.5.2:role:Theme:lossless-v1
vn34:obtain-13.5.2:d08b9ceb24d985fc	receive	obtain-13.5.2:frame:63dd1c9d1a4b2c8b	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:obtain-13.5.2:role:Agent:audited-projection-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:42cbf0d4df989337	Experiencer	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Experiencer:audited-projection-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:42cbf0d4df989337	Result	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Result:lossless-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:42cbf0d4df989337	Stimulus	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Stimulus:lossless-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:5dd2258c93c8bc33	Experiencer	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Experiencer:audited-projection-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:5dd2258c93c8bc33	Stimulus	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Stimulus:lossless-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:6488101548354f17	Experiencer	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Experiencer:audited-projection-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:cbad94fc1397ffb6	Stimulus	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Stimulus:lossless-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:f94fadbd6548cddf	Experiencer	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Experiencer:audited-projection-v1
vn34:amuse-31.1:ec9a730ea3d14f25	recharge	amuse-31.1:frame:f94fadbd6548cddf	Stimulus	SubjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1:role:Stimulus:lossless-v1
vn34:reciprocate-112-1:d1e5181431ba74b7	reciprocate	reciprocate-112-1:frame:7b7658f406882aeb	Eventuality	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:reciprocate-112-1:role:Eventuality:lossless-v1
